file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120112_www.latimes.com_5b3d04d073c7bfb9af751c9dd8cce0959454a25874f8972f0e37c1d5	82.10	88.86	76.29	0.00	0.00	0.00	399	50	124	0	12	0
20120112_www.latimes.com_7813a9736252189070abfda11663cf03ebfbce16d4fac270cf184c58	79.51	89.12	71.78	0.00	0.00	0.00	262	32	103	0	7	0
20120112_www.latimes.com_86590de2901a8e344e80e97320b29447c9e32973abca5f94e937e36d	70.14	76.88	64.48	0.00	0.00	0.00	256	77	141	0	11	0
20120112_www.latimes.com_9fa8e2c8423350080ea1cde836f5a140d026cdb7b2c8030d52023479	81.37	87.47	76.07	0.00	0.00	0.00	356	51	112	0	11	0
20120112_www.latimes.com_a3c4f7092044d8d4a9fc93264445da7fd27088e47318ea679d881db6	80.96	82.52	79.47	0.00	0.00	0.00	538	114	139	0	13	0
20120112_www.latimes.com_e85343665d685346620e87c39a9c9f6812c15a84e41f5bd37d86bf29	87.43	91.20	83.97	0.00	0.00	0.00	487	47	93	0	12	0
20120112_www.leaderpost.com_d0f89b07583a3389aa1fb2b2a81da1f47d400e9192b74b0be5e025af	2.24	5.78	1.39	0.00	0.00	0.00	13	212	925	0	10	0
20120112_www.libertytimes.com.tw_4c7bb261254fe02139c605c4de4442f869687028369d86bd684e1ba5	0.00	0.00	0.00	0.00	0.00	0.00	0	26	135	0	8	0
20120112_www.manufacturing.net_ad45736475db03b9536eef3cdb34ccf60f9ef07dc912bcfcf4245260	0.31	0.31	0.32	0.00	0.00	0.00	2	650	627	0	19	0
20120112_www.marketingmagazine.co.uk_96fd908afe32f4e7f840febe777ae963ae37fe91334740e9acdbff9f	49.11	81.50	35.14	0.00	0.00	0.00	207	47	382	0	11	0
20120112_www.medicalnewstoday.com_0d4f2d84bf8fc9e3bb097865447abd0246a26175b6cf6dc3442e997c	49.77	88.41	34.63	0.00	0.00	0.00	534	70	1008	0	19	0
20120112_www.medicalnewstoday.com_15b285f600b9236be7ce88cfb81f1a5a229f078321d2e94265ddb1ed	50.66	88.51	35.48	0.00	0.00	0.00	578	75	1051	0	20	0
20120112_www.medicalnewstoday.com_3c7a2b3347ff9a9f376ef57ffccea1eb33898b6064fab71224d80c19	48.11	87.43	33.19	0.00	0.00	0.00	459	66	924	0	18	0
20120112_www.medicalnewstoday.com_4c0a5615e5b184879734f654b435da5a4b081e8a98c663ac18b51e70	42.10	89.68	27.51	0.00	0.00	0.00	417	48	1099	0	12	0
20120112_www.medpagetoday.com_873994fea57f1921838fad1316c448b9102c2a8dae2620fd75303413	76.53	92.43	65.30	0.00	0.00	0.00	794	65	422	0	18	0
20120112_www.medpagetoday.com_aa700f3f9f132418c19d956b92e7eb611bc588a9508c5a40b5866f24	74.25	90.09	63.15	0.00	0.00	0.00	718	79	419	0	23	0
20120112_www.medpagetoday.com_b51db5f1ba536e7d5bd5b28f46d46cb4020037bea04bbc7475af681c	69.83	89.81	57.12	0.00	0.00	0.00	758	86	569	0	26	0
20120112_www.metro.co.uk_63ca8cbe651c3917efb0977f6ea7a4b5fe936b9bd5367591a2f6570c	53.45	79.08	40.36	0.00	0.00	0.00	155	41	229	0	9	0
20120112_www.metro.co.uk_96d49010bd2a84ea46896494ced5e2ec29884c8e0edd43ddf1850015	60.40	81.54	47.96	0.00	0.00	0.00	212	48	230	0	11	0
20120112_www.miamiherald.com_f9bee98cb7f78f08fc8e75634629d28c6cc109d0aa31d444031dd977	2.49	2.02	3.25	0.00	0.00	0.00	12	583	357	0	15	0
20120112_www.mid-day.com_f63fe3934549b712cececaccd571684914441962cd115c9ea00bf307	78.28	86.28	71.65	0.00	0.00	0.00	283	45	112	0	12	0
20120112_www.mirror.co.uk_0e915ee902e421aef19a4b8a664f2c7536b78caa60bce0f72642dced	35.27	73.28	23.23	0.00	0.00	0.00	288	105	952	0	13	0
20120112_www.mirror.co.uk_8663691265499871d832ce0f04fa21b06218d200d99911ecead041a2	35.43	82.98	22.52	0.00	0.00	0.00	273	56	939	0	14	0
20120112_www.montrealgazette.com_a00bac034dbcb0826e2ff48108e07a317aaef845e74312b563621b4e	1.30	1.99	0.96	0.00	0.00	0.00	4	197	412	0	9	0
20120112_www.msnbc.msn.com_816efc90821d446121da0919d604c25bcf609dcdae1315719001cf5e	0.36	0.18	100.00	0.00	0.00	0.00	1	561	0	0	20	0
20120112_www.myfoxorlando.com_5316e9995f47bf3b13faa028459b28a6bb73c30e4d3c3475ed6a8a4a	1.44	0.98	2.70	0.00	0.00	0.00	9	905	324	0	23	0
20120112_www.news-press.com_0c04426f510b39823ae14e53c9d17984f234d2c32df1e081386a2d77	0.13	0.25	0.09	0.00	0.00	0.00	1	404	1173	0	14	0
20120112_www.news.com.au_337c7f67bcf3647aba9e786d7a9ac0ae90374fb4af4270431fc04416	27.59	80.13	16.67	0.00	0.00	0.00	125	31	625	0	7	0
20120112_www.newsandstar.co.uk_87af71c469ffa03161f85d93769c28c54d8c6685e696c81d02585bf3	55.69	84.95	41.42	0.00	0.00	0.00	350	62	495	0	17	0
20120112_www.newsnet5.com_a339ef70684390395b35975a87f0da722f6ed87b9000cf614fe53f61	2.61	4.82	1.79	0.00	0.00	0.00	8	158	438	0	8	0
20120112_www.newstalkzb.co.nz_969d7ae1be36bfe4c30c9fc1ac89760b3822c295058c24b366e05a26	0.96	5.83	0.52	0.00	0.00	0.00	6	97	1141	0	6	0
20120112_www.northamptonchron.co.uk_c71218a36a51118e3cc0a73afdc72812de85815c1ac68f94a735da28	64.57	90.04	50.34	0.00	0.00	0.00	1573	174	1552	0	54	0
20120112_www.northnews.cn_4d6498d17ea6776c3c041f724f7b6d94afb1dbac1dc2d6ce8d7fb622	0.00	0.00	0.00	0.00	0.00	0.00	0	32	115	0	12	0
20120112_www.nownews.com_0c2832265b4c9990bcc1f9f12e94255e1f8d13e1dae64663a668a6ff	0.00	0.00	0.00	0.00	0.00	0.00	0	35	1138	0	11	0
20120112_www.nownews.com_8f2e4fb1cab5d1c4a13d026fb497f69cb8d6e32bd6fcf4c80fe4588d	0.00	0.00	0.00	0.00	0.00	0.00	0	28	1115	0	9	0
20120112_www.nownews.com_bc1bd14d807d8cd9400833fab9f4353de5affae799096d1764c77f47	0.00	0.00	0.00	0.00	0.00	0.00	0	28	1118	0	9	0
20120112_www.nownews.com_eb45d1946b6c142b49ee085e191d2fe389bbd6d71ffe5e55bd88c8eb	0.00	0.00	0.00	0.00	0.00	0.00	0	29	1137	0	10	0
20120112_www.ntdtv.com_0da8aef9415d9156c1fcb1a9f8f18dd145acbf72a17c0c4fc5a09755	0.00	0.00	0.00	0.00	0.00	0.00	0	35	474	0	10	0
20120112_www.nursingtimes.net_ca29bcc1ba37628c31cd89cd917e90fff298ae75980920811a12f434	22.11	93.75	12.53	0.00	0.00	0.00	570	38	3979	0	10	0
20120112_www.nydailynews.com_560098327943ada908b93cdf6817fc62425c05f81984b3a69f599a0a	27.60	77.60	16.78	0.00	0.00	0.00	97	28	481	0	6	0
20120112_www.nydailynews.com_5bc94e5c54af59d5708af729a68924bc8fe11ef5ba62e0505efde515	69.02	72.04	66.26	0.00	0.00	0.00	322	125	164	0	18	0
20120112_www.nytimes.com_061e77b36ba562f36887601596fba176227c5e11001bfd4cda5dc993	80.48	87.94	74.19	0.00	0.00	0.00	598	82	208	0	18	0
20120112_www.nytimes.com_30ea681ec1f2ab872b3df28d1b564d0462ef30c3cc15b136cfd0ce7d	72.75	83.57	64.42	0.00	0.00	0.00	478	94	264	0	13	0
20120112_www.nytimes.com_baf47ee30129c2c69980ac4def3977ca1e07a46f9c06a9e493e567bf	66.16	91.95	51.67	0.00	0.00	0.00	217	19	203	0	3	0
20120112_www.nzherald.co.nz_92a98794ce71cef4443a615e7e85c4f03b6e14112749bb4a700a1dce	57.21	82.24	43.86	0.00	0.00	0.00	250	54	320	0	12	0
20120112_www.ottawacitizen.com_18f1f1488b03dfd50b6ecf166a058c0b1ce363b539db75ff6733e5b8	2.62	2.64	2.60	0.00	0.00	0.00	21	774	788	0	19	0
20120112_www.prnewswire.com_8d259fddc33accecceb54274199d80eb29bca4526ca3ce0efb210d6d	52.77	87.64	37.75	0.00	0.00	0.00	766	108	1263	0	28	0
20120112_www.proactiveinvestors.com_983802c35aa5afe93e2a85e759d02be06913749c233fe29eeb96188a	0.66	1.26	0.45	0.00	0.00	0.00	8	626	1776	0	14	0
20120112_www.pulsetoday.co.uk_9be002fbea0f0cda68ec64a3d969d7c5f981f67724253017eb93b917	0.14	0.33	0.09	0.00	0.00	0.00	1	299	1121	0	7	0
20120112_www.radionz.co.nz_019b7a4433f39cc0bb4134f3fdb4aef3ccc81b7d442d811868a1aa61	70.65	83.91	61.01	0.00	0.00	0.00	313	60	200	0	17	0
20120112_www.reuters.com_2d186f1bdc126e568e3394e1f1af926f58c39d8ccbe1ec0fe30ddec5	54.03	85.17	39.57	0.00	0.00	0.00	402	70	614	0	16	0
20120112_www.reuters.com_7a3ed76095e0102a7e0d096cf11f2a1e75c1376bc923de2879fa8700	76.22	90.00	66.10	0.00	0.00	0.00	540	60	277	0	17	0
20120112_www.reuters.com_9805087f9c2bdf6ce2cee7f755b2f88f80ac2b09d470bc6fefeb9954	61.79	83.92	48.89	0.00	0.00	0.00	287	55	300	0	13	0
20120112_www.rthk.org.hk_1d0f07542811e6c4acff6729aa98dfceb74433676bdbe28f45e120c4	92.99	88.84	97.55	0.00	0.00	0.00	199	25	5	0	5	0
20120112_www.rthk.org.hk_3fa6ba24ddf21038c806243d9250f7dd65e956c44bb0d66b38df515f	89.45	83.46	96.36	0.00	0.00	0.00	106	21	4	0	4	0
20120112_www.rthk.org.hk_bf78a78db3d2d312349005b14c3c87b311ad0a976bd9002dc7b7f5e9	89.21	83.22	96.12	0.00	0.00	0.00	124	25	5	0	5	0
20120112_www.sabotagetimes.com_da830dfb205df2f71599d1c4aecc45c80fbd1d2ba8d2e60b05aa003c	0.14	0.07	100.00	0.00	0.00	0.00	1	1452	0	0	20	0
20120112_www.scotsman.com_05fc82470d64b6000b7e2bebc552b812a0d8708cd7935287e992f6ac	48.61	86.93	33.74	0.00	0.00	0.00	419	63	823	0	16	0
20120112_www.scotsman.com_e74fa65d2a9e544286e9f237baadcb4e8becf848ee2b6603bc664d19	52.10	85.40	37.48	0.00	0.00	0.00	503	86	839	0	24	0
20120112_www.slashgear.com_aa9a030c90af5872c76046a4801e9c3a704b820c13ccb4842159f709	70.72	90.80	57.91	0.00	0.00	0.00	227	23	165	0	5	0
20120112_www.smh.com.au_a06534b3c16eaf51c4fac344f19aebef34c49dc2d543a7f721bcf310	60.12	87.27	45.85	0.00	0.00	0.00	569	83	672	0	24	0
20120112_www.smh.com.au_d0f78d966103c3cb2e487699416e834f27469fed8f0e0749218c1cc5	33.51	82.48	21.02	0.00	0.00	0.00	193	41	725	0	10	0
20120112_www.stuff.co.nz_9b4fbd0f0ab4011910cbfcd80261b4fb2227a0ddd893e05e925c8df6	33.94	80.75	21.49	0.00	0.00	0.00	130	31	475	0	6	0
20120112_www.sunderlandecho.com_c306b8c96a9bba70a2a2093dc16cbd8e0890f9f3d2072429d3b8c95a	44.78	87.53	30.09	0.00	0.00	0.00	646	92	1501	0	26	0
20120112_www.taiwannews.com.tw_222ee4d72d4236e52af11bfa89c4fa15ff2d8759b2c31c9a594b2006	0.00	0.00	0.00	0.00	0.00	0.00	0	22	79	0	7	0
20120112_www.telegraph.co.uk_773824591d924ebde22bf3e709e355466c64015956ebded4595ca892	66.88	84.58	55.31	0.00	0.00	0.00	620	113	501	0	28	0
20120112_www.telegraph.co.uk_9adb8d607dc4fbf1b30f508947f1c9187bf004627c748562e32f5a05	56.54	84.19	42.56	0.00	0.00	0.00	426	80	575	0	20	0
20120112_www.theage.com.au_020d43d60b12fc5b5432754642742548282d8dc150d8c95f4aebac53	24.55	85.94	14.32	0.00	0.00	0.00	269	44	1609	0	11	0
20120112_www.theage.com.au_3b2621b040935fc7babe189f04a8195e5d6d42f318738af356788972	33.57	79.51	21.28	0.00	0.00	0.00	163	42	603	0	10	0
20120112_www.theglobeandmail.com_4d28a75adf58743732cee0ecc20179df60b2a311ff393cef89b6088d	60.93	86.42	47.05	0.00	0.00	0.00	598	94	673	0	19	0
20120112_www.theglobeandmail.com_a82c942896627b03cbdaaad77d3fd77b4d6ffb18f3006e9c2f4784ec	54.95	85.94	40.38	0.00	0.00	0.00	550	90	812	0	15	0
20120112_www.thelantern.com_b49a9c7f9d4771315e26a88430b005576a9a39a5432767d9a1591ca3	0.00	0.00	0.00	0.00	0.00	0.00	0	391	363	0	6	0
20120112_www.thelocal.de_ddaee297447b9afccf5dd65b59635271f32f2332c1f35f99f6fff576	33.79	83.04	21.21	0.00	0.00	0.00	333	68	1237	0	13	0
20120112_www.thisissurreytoday.co.uk_8de5e5ad20300334221f15813ff259633f180b3dd8cf4ea985b56ef4	52.15	82.93	38.03	0.00	0.00	0.00	170	35	277	0	8	0
20120112_www.three.fm_57439652367bbf1e93b2db66588a8bb1804217ae8431c45b343b87b7	1.35	3.06	0.87	0.00	0.00	0.00	10	317	1144	0	13	0
20120112_www.tianjinwe.com_a9207f4334843b9204613520c5799b21be5dd04d6366277440d53c91	0.00	0.00	0.00	0.00	0.00	0.00	0	35	5	0	12	0
20120112_www.torontosun.com_91c106f56f21bc8531d5ccbf0a13cbe69e03b99196ba7e101de25ebc	56.43	86.67	41.83	0.00	0.00	0.00	338	52	470	0	14	0
20120112_www.torontosun.com_f2a19d5b2abbc3b13069721457c368493c5bd5ffafaa0a8ddd6b7d87	37.12	79.89	24.17	0.00	0.00	0.00	139	35	436	0	9	0
20120112_www.ttv.com.tw_983095b98ad1f1640af15f0eca1df77a26dbe9bb965a5a0df9c8d043	0.00	0.00	0.00	0.00	0.00	0.00	0	29	48	0	8	0
20120112_www.uho.com.tw_1098a52efc2bec3700f7398b558346a672f7c67cb542143856a705d8	0.00	0.00	0.00	0.00	0.00	0.00	0	21	46	0	7	0
20120112_www.uho.com.tw_2c3f2218e0d32345df28403deb9d491893b7900ddc7fb0dfdd9580af	0.00	0.00	0.00	0.00	0.00	0.00	0	17	48	0	5	0
20120112_www.uho.com.tw_32bc40bd0bc9d207c376626e243ff012c92cac2f3ea4a4380385d583	0.00	0.00	0.00	0.00	0.00	0.00	0	35	48	0	13	0
20120112_www.uho.com.tw_4a1dec4063a44b31257fc298a0eda039272d5c2bcbfb25d118ca2b9d	0.00	0.00	0.00	0.00	0.00	0.00	0	22	47	0	7	0
20120112_www.uho.com.tw_4ff841a922d4400a718c51078f658d11ea542a468d15539ef4b7afc9	0.00	0.00	0.00	0.00	0.00	0.00	0	17	47	0	5	0
20120112_www.uho.com.tw_a6e901f3ccc667ea6026c3946bb9b4cc2bc10bc4c3aeb48b67dbcdef	0.00	0.00	0.00	0.00	0.00	0.00	0	17	46	0	5	0
20120112_www.uho.com.tw_ab1276d228c7ad9e99da0b3d13f967e8bd3d4cdb99c945a8068d57cf	0.00	0.00	0.00	0.00	0.00	0.00	0	17	45	0	5	0
20120112_www.upi.com_6bc0cec6f101a06f51f10a4f029ca1ede9c205c88cbda6fe24b3df82	32.09	83.71	19.85	0.00	0.00	0.00	185	36	747	0	9	0
20120112_www.usforacle.com_f2891c69339edef2dbc4a373f6ae6dd076bba28fb00514a78a3453eb	62.68	80.92	51.14	0.00	0.00	0.00	649	153	620	0	23	0
20120112_www.vancouversun.com_4e062ebd37d16f1783d3d58accff0e8c0d9a9da531f5b98a5a173c5c	0.32	0.16	9.09	0.00	0.00	0.00	1	622	10	0	20	0
20120112_www.vancouversun.com_a7a143f20a560992ca878cd0e6885e75ff1af630c7f58a543b227fe4	1.35	2.56	0.92	0.00	0.00	0.00	12	457	1298	0	18	0
20120112_www.vancouversun.com_b485e4d763bfebcc1913826217da60fd9e9773675bdb336c2826cbd7	1.77	1.98	1.60	0.00	0.00	0.00	13	644	799	0	22	0
20120112_www.walesonline.co.uk_c74de3f2c3597ac5a357a970261183f1c40796d56c78aab8804648cf	1.97	3.71	1.34	0.00	0.00	0.00	25	649	1845	0	22	0
20120112_www.washingtonpost.com_eee5361fb4852f29b7eb98e4d9949019eb19da0ace7c5a7aee0cea4c	56.23	91.22	40.64	0.00	0.00	0.00	738	71	1078	0	18	0
20120112_www.washingtonpost.com_f7175bdb02eae7ca3a47a87655c79d451f44d1a4758b55052e72aa83	8.46	8.75	8.20	0.00	0.00	0.00	67	699	750	0	22	0
20120112_www.washingtontimes.com_92d81e4d373524316f170850ce146c98a5ef60b1ee2d323de4eb5f05	42.93	87.10	28.49	0.00	0.00	0.00	439	65	1102	0	15	0
20120112_www.wcti12.com_d0aebf8b87325236ee29df29ddaa2eb34789a01904e1c209e98791ca	2.11	2.68	1.74	0.00	0.00	0.00	12	435	677	0	16	0
20120112_www.wctv.tv_dd68b342550c281cd298181258a33c400869d5839c47ccda0d20dbef	56.03	81.31	42.75	0.00	0.00	0.00	274	63	367	0	9	0
20120112_www.webmd.com_252d2169ba7e553ec3c5f51e82c9cb2f7290b97c3ff5e9fe75c6cc16	39.48	52.09	31.78	0.00	0.00	0.00	362	333	777	0	26	0
20120112_www.webmd.com_e32ac08f1b45b33ae2008ecd653f647c5b3eada798c6d439717a374d	36.44	55.51	27.12	0.00	0.00	0.00	413	331	1110	0	28	0
20120112_www.wgntv.com_475fcb0dc84d707e52e33598972f0e526d604e4705e070477983f0bc	2.09	4.92	1.33	0.00	0.00	0.00	6	116	445	0	4	0
20120112_www.whitehouse.gov_8a4f1f3cb5ec3c71b3480a56cbbff449d1973595033b728f7e82fadf	50.59	90.05	35.17	0.00	0.00	0.00	796	88	1467	0	17	0
20120112_www.winnipegfreepress.com_0c2c3ed6118a3315ea5ab46444a5010ad180a3b82a0182cbaf9749f7	2.25	2.55	2.01	0.00	0.00	0.00	22	841	1073	0	24	0
20120112_www.winnipegfreepress.com_136441b6d619d87485c05e17c0d3b6a8187aed870a0ca285bfb52647	58.26	86.09	44.02	0.00	0.00	0.00	291	47	370	0	10	0
20120112_www.winnipegfreepress.com_312294e70ef9fd00ed668ccfb5c89f5d28eb6c660916f044f7f548a2	62.43	87.08	48.66	0.00	0.00	0.00	236	35	249	0	8	0
20120112_www.winnipegfreepress.com_31beb74ad5cc37754e1d33ec41cd9c4b8cf4c68c52611eb58a5b2a2d	0.00	0.00	0.00	0.00	0.00	0.00	0	174	104	0	8	0
20120112_www.winnipegfreepress.com_d3aaf237c8360e10bd94e16808e6d49438f61f1501bebc3aa0289b0f	46.27	85.82	31.68	0.00	0.00	0.00	121	20	261	0	4	0
20120112_www.winnipegfreepress.com_f121c190f81259fa99612eb9152b0ac825793db04cd4b59b89c81bbc	55.10	80.00	42.02	0.00	0.00	0.00	200	50	276	0	13	0
20120112_www.winnipegfreepress.com_f785568958931d55422ffeb15b71ca9116ed2ad2eb734058b02090a4	78.78	90.00	70.04	0.00	0.00	0.00	657	73	281	0	22	0
20120112_www.winnipegsun.com_73165016b6c9d0a560d91e989e05fc18e0377bfdc9f8cda970e26a7d	50.49	62.11	42.53	0.00	0.00	0.00	413	252	558	0	22	0
20120112_www.yorkshireeveningpost.co.uk_9a866a81bb685e50a97428a7f2560081a7592e85ca57c4fbc0ed4c2c	29.41	80.92	17.97	0.00	0.00	0.00	335	79	1529	0	21	0
20120112_www2.canada.com_061c2254d186cba1de8bc740da2f39c8df5b5bd530b2e1f27df8b166	0.32	0.16	9.09	0.00	0.00	0.00	1	610	10	0	19	0
20120112_xw.baixingjd.com_1b084b21108a6197246f8828c5c5f6290ddbbe78c6baeee0bc2b9c72	0.00	0.00	0.00	0.00	0.00	0.00	0	65	5	0	24	0
20120112_yourlife.usatoday.com_1516de67ca7051e7cf7c204cc89c1308cbf19f78c5887fd58842e37d	2.07	1.68	2.69	0.00	0.00	0.00	12	701	434	0	20	0
20120112_yourlife.usatoday.com_55c1f30efcbbf616dd0d6952c512f8c5e67d1720e6e47bea6489f71d	2.08	1.61	2.91	0.00	0.00	0.00	13	792	433	0	20	0
20120112_yourlife.usatoday.com_91a9ac0660db9f0283c2a185ac06624c308da067ad8d6a7d644a0d9d	0.63	0.60	0.67	0.00	0.00	0.00	3	496	443	0	17	0
20120112_yourlife.usatoday.com_e8a5ad12c6630b952c1cbe67286f1f6d788fd681e836f6d807bdb143	1.69	1.45	2.02	0.00	0.00	0.00	9	613	437	0	14	0
20120112_yourlife.usatoday.com_ebe50592eeff17817363219c543164cc48dd75d9b67e95c8cb630c69	0.87	0.71	1.12	0.00	0.00	0.00	5	700	441	0	24	0
20120117_abcnews.go.com_02f75071c1cc07e05a78a2f1062f1499b8c7a7cd5e01b23a9d932bd0	42.47	78.72	29.08	0.00	0.00	0.00	148	40	361	0	8	0
20120117_aifudm.net_5424ed1a898d3559a44c4b3fba83f978f0bb01e02faebaf4eaf9e2bf	67.90	83.33	57.29	0.00	0.00	0.00	165	33	123	0	6	0
20120117_allafrica.com_ca8306a6e2b39b6e3390076bae8b3db6d31234d8ff6dd0ff5480512a	0.94	1.65	0.65	0.00	0.00	0.00	4	239	607	0	6	0
20120117_amur.kp.ru_db49177b09dc18c652d8e00a07ebce62115931394d912c94a825ba43	66.03	76.30	58.19	0.00	0.00	0.00	103	32	74	0	6	0
20120117_au.news.yahoo.com_4aa7f002030a8673f4db18bfa24e0aa3d2911db35f4528fdd04edfe8	2.00	2.27	1.78	0.00	0.00	0.00	17	733	937	0	25	0
20120117_big5.soundofhope.org_ef3857eced591d92246d03d63f780a456d36c2550eb462531fae353c	0.00	0.00	0.00	0.00	0.00	0.00	0	23	15	0	6	0
20120117_big5.xinhuanet.com_2c2fb8d2e9a862f7dceccbfec8c756c8e53058e5557107298ec1d4d1	0.00	0.00	0.00	0.00	0.00	0.00	0	73	76	0	32	0
20120117_big5.xinhuanet.com_5f7f9444353f95b6c7518ad991509ade97d04238e499aad869ac29b4	0.00	0.00	0.00	0.00	0.00	0.00	0	20	85	0	6	0
20120117_big5.xinhuanet.com_6b134d37a1efd0307394a6ddb519b6802a33cfbdb0384e4d94bec07a	0.00	0.00	0.00	0.00	0.00	0.00	0	53	11	0	15	0
20120117_big5.xinhuanet.com_98c2623199ad80aa98fb1304f7ab1466c76791d19d538611826722fd	0.00	0.00	0.00	0.00	0.00	0.00	0	116	84	0	54	0
20120117_big5.xinhuanet.com_cffc5fc21749735fd1057d7ba462c92d432b4b1a0b77ae24af739d78	0.00	0.00	0.00	0.00	0.00	0.00	0	29	796	0	10	0
20120117_big5.xinhuanet.com_f5374f5f3558e312499e2d566889a4ce37bf85d7dc4c5883503aa5fd	3.08	1.82	10.00	0.00	0.00	0.00	1	54	9	0	15	0
20120117_china.huanqiu.com_b95510ca596d0af60513e740cb914ebd7f27411e0fde1407b7cbab54	0.00	0.00	0.00	0.00	0.00	0.00	0	24	2	0	6	0
20120117_china.huanqiu.com_d2c777d242ace89d839acfe793a33878692328a4796064c8e1e15ab4	0.00	0.00	0.00	0.00	0.00	0.00	0	58	2	0	18	0
20120117_digital.sina.com.hk_1df37807f0775706ffaa5c7b5eaadcc0962f3e67c2dc81470726ae0e	0.90	1.85	0.59	0.00	0.00	0.00	1	53	168	0	8	0
20120117_digital.sina.com.hk_d58be09cd51f01199937278c7301fe362a58d5408a160e28d2a12646	0.93	2.13	0.59	0.00	0.00	0.00	1	46	168	0	8	0
20120117_economictimes.indiatimes.com_e2109c7328f2ed169f12e980884fd522d752b999667aca3a913a5a6b	77.75	90.64	68.07	0.00	0.00	0.00	339	35	159	0	9	0
20120117_ent.ifeng.com_e791c1ba0648c993c02531c486dabccf6e263924d8370834f3728432	0.00	0.00	0.00	0.00	0.00	0.00	0	77	91	0	34	0
20120117_ent.qq.com_499d3cc481c433bd99f321bd063476be6f33b1237c9a7d6bf05853c9	0.00	0.00	0.00	0.00	0.00	0.00	0	31	74	0	11	0
20120117_ent.sina.com.cn_70b17ec98774a59e77dee47dd75998a9c77ff92485088cd466bc6ef6	0.00	0.00	0.00	0.00	0.00	0.00	0	22	24	0	7	0
20120117_finance.china.com.cn_8e0709ca02bc51379a22839e464be316eace735684ffd784f6364743	6.40	8.89	5.00	0.00	0.00	0.00	4	41	76	0	15	0
20120117_finance.huanqiu.com_371ddd8330897220bf1b9a60531e512d1a81f0bc6dbdeb6027d16736	0.00	0.00	0.00	0.00	0.00	0.00	0	36	2	0	13	0
20120117_finance.ifeng.com_386f66390ee01316f741ebe4543a73a6577606c8a00ddf55bac98b32	0.00	0.00	0.00	0.00	0.00	0.00	0	22	80	0	6	0
20120117_finance.ifeng.com_4310b3265d50be19b94e7d33b6e9fdec832e6ed8bc0e03ee314d2bf1	0.00	0.00	0.00	0.00	0.00	0.00	0	20	80	0	5	0
20120117_finance.ifeng.com_72a1d43e9fe5bc73075f815184974e258af7222c0069bbf6f1d2e018	15.62	15.15	16.13	0.00	0.00	0.00	20	112	104	0	36	0
20120117_finance.ifeng.com_973184e40ce00aa1aebf62f752d3feff2d1a0d1eb7a3615213edb345	5.30	6.56	4.44	0.00	0.00	0.00	4	57	86	0	23	0
20120117_finance.ifeng.com_bfbda7e2bf460fd444df776deb9badefb6521a57fd200068b7d9cc13	9.52	5.00	100.00	0.00	0.00	0.00	1	19	0	0	5	0
20120117_finance.ifeng.com_e44f1d7de7e7f21e41c306894c5ef89534a77638dc7f3e9b1c535583	0.00	0.00	0.00	0.00	0.00	0.00	0	24	81	0	6	0
20120117_finance.ifeng.com_fd2de5210a20b4bf91dd55c2dc6596c2dcf6dccc3cdda4479450e265	0.00	0.00	0.00	0.00	0.00	0.00	0	32	80	0	9	0
20120117_finance.qq.com_260568c255fdb20b4f0f17f9b5e812591ddccc2cafdc2fcc013d62db	0.00	0.00	0.00	0.00	0.00	0.00	0	21	107	0	6	0
20120117_finance.qq.com_2935eae00fc5cdd02c9a342a6afc52e12511dc42186f0a2232c9d1b2	2.00	2.20	1.83	0.00	0.00	0.00	2	89	107	0	37	0
20120117_finance.qq.com_445b422fb229f096cd52dfd1aaccfbd80b667fa213cff0a45a980121	1.56	5.88	0.90	0.00	0.00	0.00	1	16	110	0	4	0
20120117_finance.qq.com_a445e3a4018f1a4760397b78787d22a99a2515b77871a55532cc2f27	1.49	4.17	0.91	0.00	0.00	0.00	1	23	109	0	7	0
20120117_finance.ynet.com_660acfc31310c59631135a660b50de3a4abf75a443e1faa519783369	0.00	0.00	0.00	0.00	0.00	0.00	0	40	86	0	14	0
20120117_forex.stockstar.com_e1e7aacd608484bdc815aa4366f24bf40d84f35a91150765ec9e8a9c	1.57	2.33	1.19	0.00	0.00	0.00	1	42	83	0	11	0
20120117_gansu.gansudaily.com.cn_41587f7d47c92be43f75a02127d43c026a6594fbb1f1e7c810158281	9.09	6.56	14.81	0.00	0.00	0.00	4	57	23	0	24	0
20120117_gazette.jhu.edu_47e76623eb1c3d7206d1cb4165d0b85123ddbbf0f2b1dcd64ab40bee	62.59	91.99	47.44	0.00	0.00	0.00	333	29	369	0	7	0
20120117_glavnoe.ua_41ac28886c5ea26376f4973656130c09bed726a1699f756516c4d3d0	0.62	1.04	0.45	0.00	0.00	0.00	2	191	447	0	9	0
20120117_go.rss.sina.com.cn_9e328a74722880866c153b9b8d0ffb55c54534cb0a55bcaa962756f2	6.67	6.90	6.45	0.00	0.00	0.00	2	27	29	0	8	0
20120117_go.rss.sina.com.cn_c40fba71784df419d444374400da23b694abdbeba3bd83e7a0ee7e31	4.35	5.56	3.57	0.00	0.00	0.00	1	17	27	0	4	0
20120117_gothamist.com_a6b6a49ce44b1e33a5d2baff994e803b5ef5bbb15ce7642075df08ae	67.18	90.58	53.40	0.00	0.00	0.00	173	18	151	0	3	0
